"end_lat","end_lng","number_of_members","number_of_casuals","number_of_electric","number_of_classic","number_of_docked","total"
41.917805,-87.682437,3726,2603,3117,3099,113,6329
41.917967081,-87.652105689,0,1,1,0,0,1
41.918018,-87.652183,13,8,7,14,0,21
41.918018,-87.652182,0,156,0,0,156,156
41.9180181423719,-87.6521819829941,4430,2347,2391,4386,0,6777
41.918077,-87.6363298333333,0,1,1,0,0,1
41.9180806666667,-87.6571115,0,1,1,0,0,1
41.918084,-87.643749,6437,3511,3701,6053,194,9948
41.918139,-87.643807,0,1,1,0,0,1
41.918216,-87.656936,7662,4058,4165,7376,179,11720
41.9182955629354,-87.6521833240986,8522,5512,4844,9190,0,14034
41.918296,-87.652183,0,160,0,0,160,160
41.918306,-87.636282,16792,14402,11893,18035,1266,31194
41.9183801666667,-87.6523035,0,1,1,0,0,1
41.9184605,-87.6520501666667,0,1,1,0,0,1
41.9184665,-87.652019,1,0,1,0,0,1
41.918468,-87.6522105,0,1,1,0,0,1
41.9184733333333,-87.6522235,0,1,1,0,0,1
41.9184895,-87.6523275,0,1,1,0,0,1
41.918491,-87.697423,0,84,0,0,84,84
41.918491153687,-87.6974228024483,3162,2205,2995,2372,0,5367
41.919936,-87.64883,11403,7081,8046,10159,279,18484
41.92,-87.81,20,24,44,0,0,44
41.92,-87.8,160,189,349,0,0,349
41.92,-87.79,159,236,395,0,0,395
41.92,-87.78,112,195,307,0,0,307
41.92,-87.77,328,474,802,0,0,802
41.92,-87.76,495,641,1136,0,0,1136
41.92,-87.75,469,970,1439,0,0,1439
41.92,-87.74,912,1003,1915,0,0,1915
41.92,-87.73,584,816,1399,1,0,1400
41.92,-87.72,1864,1368,3232,0,0,3232
41.92,-87.71,1324,1208,2532,0,0,2532
41.92,-87.7,3891,3627,7518,0,0,7518
41.92,-87.69,2870,2031,4900,1,0,4901
41.92,-87.68,1248,1177,2424,1,0,2425
41.92,-87.67,1718,1218,2936,0,0,2936
41.92,-87.66,2289,1580,3866,3,0,3869
41.92,-87.65,5567,4045,9607,5,0,9612
41.92,-87.64,3090,2413,5499,4,0,5503
41.92,-87.63,2357,3568,5925,0,0,5925
41.920042992,-87.677919745,0,1,1,0,0,1
41.920082,-87.677855,3725,3273,3452,3358,188,6998
41.9201955620057,-87.6926591992378,2907,2173,2513,2567,0,5080
41.920196,-87.692659,0,121,0,0,121,121
41.9203485,-87.6926343333333,0,1,1,0,0,1
41.920771,-87.663712,7649,4666,5315,6718,282,12315
41.9210567299276,-87.6727974414825,863,591,874,580,0,1454
41.921057,-87.672797,0,21,0,0,21,21
41.921525,-87.707322,2793,2213,2517,2351,138,5006
41.92154,-87.653818,12603,7409,8144,11563,305,20012
41.921694517,-87.653761387,1,0,1,0,0,1
41.921822,-87.64414,14078,10275,9431,14378,544,24353
41.922167,-87.638888,9955,5787,5774,9604,364,15742
41.92229259,-87.638996363,0,1,1,0,0,1
41.922682762,-87.697157621,0,1,1,0,0,1
41.922695,-87.697153,8024,6706,7847,6525,358,14730
41.923931,-87.635825,0,1176,0,0,1176,1176
41.9239313113662,-87.6358245313168,5784,6077,3980,7881,0,11861
41.92409085038,-87.6764600747,3094,1371,2260,2205,0,4465
41.924091,-87.67646,0,78,0,0,78,78
41.924161,-87.64638,0,342,0,0,342,342
41.9241610290676,-87.6463803648949,14462,8704,10024,13142,0,23166
41.9241795,-87.6359033333333,1,0,1,0,0,1
41.9243006666667,-87.6464055,1,0,1,0,0,1
41.92459,-87.72785,704,875,782,739,58,1579
41.924632,-87.689307,0,100,0,0,100,100
41.92463247165,-87.6893070063,2118,1759,2040,1837,0,3877
41.9248155968119,-87.714495062828,2457,1625,1987,2095,0,4082
41.924816,-87.714495,0,146,0,0,146,146
41.925194,-87.657259,0,84,0,0,84,84
41.925194265177,-87.657258734107,2692,901,1611,1982,0,3593
41.92533,-87.6658,9245,5883,6642,8216,270,15128
41.925378919,-87.665867329,0,1,1,0,0,1
41.925485,-87.6536883333333,0,1,1,0,0,1
41.925514,-87.658399,0,39,0,0,39,39
41.9255366666667,-87.6658196666667,1,0,1,0,0,1
41.92556258,-87.65840426,9299,3588,4472,8415,0,12887
41.925563,-87.658404,0,204,0,0,204,204
41.925566,-87.658416,1827,343,983,1187,0,2170
41.9255976666667,-87.6583256666667,0,1,1,0,0,1
41.9256018819,-87.6537080423,18292,8220,11130,15382,0,26512
41.925602,-87.653708,0,502,0,0,502,502
41.9257066666667,-87.6585823333333,0,1,1,0,0,1
41.9257536666667,-87.6391676666667,0,1,1,0,0,1
41.925858,-87.638973,13659,10322,8975,14300,706,23981
41.9260488333333,-87.6386538333333,0,1,1,0,0,1
41.9262035,-87.6312178333333,0,1,1,0,0,1
41.926277,-87.630834,14279,19842,8307,23017,2797,34121
41.92669,-87.697668,2818,1791,2111,2379,119,4609
41.9267559875,-87.6344287848,2756,3317,1810,4263,0,6073
41.926756,-87.634429,0,875,0,0,875,875
41.9268076666667,-87.6344951666667,0,1,1,0,0,1
41.9271495,-87.6500673333333,1,0,1,0,0,1
41.9286411666667,-87.6637991666667,0,1,1,0,0,1
41.9286481666667,-87.6538003333333,0,1,1,0,0,1
41.928712,-87.653833,10780,7863,7226,11104,313,18643
41.928773,-87.663913,7524,6136,6004,7479,177,13660
41.928785801,-87.663906574,0,1,1,0,0,1
41.92883,-87.668507,4063,3194,3127,3911,219,7257
41.928887,-87.658971,5224,3489,3177,5416,120,8713
41.9291121666667,-87.6490276666667,0,1,1,0,0,1
41.929143,-87.649077,14181,8620,9042,13413,346,22801
41.9291536666667,-87.6491328333333,0,1,1,0,0,1
41.9292211666667,-87.6637711666667,1,0,1,0,0,1
41.9293603333333,-87.6840966666667,0,1,1,0,0,1
41.9294308333333,-87.6841998333333,0,1,1,0,0,1
41.9294503333333,-87.6430165,0,1,1,0,0,1
41.929465,-87.684158,4777,3103,4068,3643,169,7880
41.9295191666667,-87.7079003333333,0,1,1,0,0,1
41.9295386666667,-87.7078238333333,0,1,1,0,0,1
41.929546,-87.643118,17348,11106,11473,16470,511,28454
41.929554,-87.7078631666667,1,0,1,0,0,1
41.929567,-87.707857,9295,7686,9501,6948,532,16981
41.9296186666667,-87.7079703333333,0,1,1,0,0,1
41.92963,-87.7080885,0,1,1,0,0,1
41.9296676666667,-87.6431445,0,1,1,0,0,1
41.9296823333333,-87.7081351666667,0,1,1,0,0,1
41.929686069,-87.708030105,0,1,1,0,0,1
41.929712,-87.7081421666667,1,0,1,0,0,1
41.93,-87.83,1,3,4,0,0,4
41.93,-87.82,3,5,8,0,0,8
41.93,-87.81,97,108,205,0,0,205
41.93,-87.8,269,556,825,0,0,825
41.93,-87.79,688,952,1640,0,0,1640
41.93,-87.78,475,575,1050,0,0,1050
41.93,-87.77,472,441,913,0,0,913
41.93,-87.76,868,536,1404,0,0,1404
41.93,-87.75,516,421,937,0,0,937
41.93,-87.74,709,892,1601,0,0,1601
41.93,-87.73,749,553,1302,0,0,1302
41.93,-87.72,1470,1050,2520,0,0,2520
41.93,-87.71,3021,2290,5310,1,0,5311
41.93,-87.7,1672,1385,3057,0,0,3057
41.93,-87.69,2045,1851,3896,0,0,3896
41.93,-87.68,1657,1007,2664,0,0,2664
41.93,-87.67,1810,1318,3124,4,0,3128
41.93,-87.66,2912,2156,5058,10,0,5068
41.93,-87.65,5399,3767,9164,2,0,9166
41.93,-87.64,7729,5345,13072,2,0,13074
41.93,-87.63,862,1927,2789,0,0,2789
41.930585,-87.723777,0,95,0,0,95,95
41.93058537138,-87.7237773635,1891,1446,1914,1423,0,3337
41.930791259,-87.643880248,1,0,1,0,0,1
41.9312371666667,-87.644067,1,0,1,0,0,1
41.931248,-87.644336,16215,8922,8872,15769,496,25137
41.93132,-87.638742,10537,7339,6468,10828,580,17876
41.93133378,-87.638761282,0,1,1,0,0,1
41.93190196886,-87.7011951301,2205,1562,1973,1794,0,3767
41.931902,-87.701195,0,67,0,0,67,67
41.9319206666667,-87.67783,0,1,1,0,0,1
41.931931,-87.677856,3566,1945,2620,2781,110,5511
41.9319788333333,-87.6588301666667,0,1,1,0,0,1
41.9320456666667,-87.6587493333333,1,0,1,0,0,1
41.9321311666667,-87.6586938333333,1,0,1,0,0,1
41.932225,-87.658617,11156,5951,7331,9559,217,17107
41.9322901666667,-87.6526955,0,1,1,0,0,1
41.932418,-87.652705,13908,7617,8835,12412,278,21525
41.9324443333333,-87.6527181666667,0,1,1,0,0,1
41.932451,-87.6527575,0,1,1,0,0,1
41.9324511666667,-87.6527491666667,0,1,1,0,0,1
41.932482,-87.6527533333333,0,1,1,0,0,1
41.9325221666667,-87.6364376666667,0,1,1,0,0,1
41.932588,-87.636427,12757,10591,8205,14239,904,23348
41.9325896342979,-87.6659363508224,4396,3122,3243,4275,0,7518
41.93259,-87.665936,0,173,0,0,173,173
41.9327158333333,-87.6659453333333,0,1,1,0,0,1
41.933055282,-87.64778924,0,1,1,0,0,1
41.93314,-87.64776,10884,5637,5899,10411,211,16521
41.9335721666667,-87.6457323333333,0,1,1,0,0,1
41.935337,-87.716889,0,73,0,0,73,73
41.93533728263,-87.7168892935,1914,1586,2309,1191,0,3500
41.935733,-87.663576,6270,4216,3948,6340,198,10486
41.9357746176646,-87.6636001467705,2729,1207,2020,1916,0,3936
41.935775,-87.6636,0,56,0,0,56,56
41.93588,-87.67842,3044,2732,2768,2890,118,5776
41.9359248333333,-87.6783813333333,0,1,1,0,0,1
41.936083,-87.669807,5294,2448,3424,4197,121,7742
41.9361075,-87.6699178333333,1,0,1,0,0,1
41.936253,-87.652662,0,279,0,0,279,279
41.9362534831413,-87.6526620984077,12262,7371,8100,11533,0,19633
41.936257,-87.652551,0,1,1,0,0,1
41.9364968219,-87.6475386582,11848,7089,7284,11653,0,18937
41.936497,-87.647539,0,347,0,0,347,347
41.936524,-87.6475693333333,0,1,1,0,0,1
41.936688,-87.636829,0,793,0,0,793,793
41.9366884494997,-87.6368290185928,11579,8683,6986,13276,0,20262
41.936716,-87.6368235,0,1,1,0,0,1
41.9368,-87.6368263333333,0,1,1,0,0,1
41.9374881666667,-87.6443196666667,1,0,1,0,0,1
41.9375776666667,-87.6440916666667,0,1,1,0,0,1
41.937582,-87.644098,0,572,0,0,572,572
41.9375823160063,-87.6440978050232,20576,12217,13245,19548,0,32793
41.93842879148,-87.698007756,2354,2155,2196,2313,0,4509
41.938429,-87.698008,0,154,0,0,154,154
41.9393298333333,-87.683318,0,1,1,0,0,1
41.939337,-87.6710611666667,0,1,1,0,0,1
41.939354,-87.683282,2860,2399,3014,2113,132,5259
41.939365,-87.668385,2206,849,1224,1784,47,3055
41.939393953443,-87.7120676636696,279,149,262,166,0,428
41.939394,-87.712068,0,6,0,0,6,6
41.939398,-87.711561,1246,1087,1316,952,65,2333
41.939408,-87.723574,1445,1442,1691,1095,101,2887
41.9394296666667,-87.7235506666667,1,0,1,0,0,1
41.9394453333333,-87.683271,0,1,1,0,0,1
41.9394777504051,-87.6637476682663,8408,4787,5616,7579,0,13195
41.939478,-87.663748,0,191,0,0,191,191
41.9395316198226,-87.6711143553257,4499,2514,3119,3894,0,7013
41.939532,-87.671114,0,112,0,0,112,112
41.9396338333333,-87.6588288333333,1,0,1,0,0,1
41.939667344,-87.658908248,0,1,1,0,0,1
41.939743,-87.658865,9031,6842,6877,8763,233,15873
41.9398148333333,-87.6589308333333,1,0,1,0,0,1
41.94,-87.88,0,1,1,0,0,1
41.94,-87.83,136,48,184,0,0,184
41.94,-87.82,195,184,379,0,0,379
41.94,-87.81,68,229,297,0,0,297
41.94,-87.8,56,208,264,0,0,264
41.94,-87.79,330,309,639,0,0,639
41.94,-87.78,128,223,351,0,0,351
41.94,-87.77,431,437,868,0,0,868
41.94,-87.76,297,495,792,0,0,792
41.94,-87.75,734,654,1388,0,0,1388
41.94,-87.74,354,474,828,0,0,828
41.94,-87.73,799,637,1436,0,0,1436
41.94,-87.72,626,872,1498,0,0,1498
41.94,-87.71,1101,963,2064,0,0,2064
41.94,-87.7,1159,985,2144,0,0,2144
41.94,-87.69,1934,1661,3594,1,0,3595
41.94,-87.68,910,900,1810,0,0,1810
41.94,-87.67,3228,2123,5343,8,0,5351
41.94,-87.66,3001,2449,5437,13,0,5450
41.94,-87.65,6639,5449,12062,26,0,12088
41.94,-87.64,5739,4984,10719,4,0,10723
41.94,-87.63,445,528,973,0,0,973
41.940106,-87.645451,11224,7303,6874,11132,521,18527
41.94018,-87.65304,9258,6452,5971,9449,290,15710
41.9402319181086,-87.6529437303543,9118,4835,6482,7471,0,13953
41.940232,-87.652944,0,165,0,0,165,165
41.9405253333333,-87.6783501666667,1,0,1,0,0,1
41.9406,-87.6785,2380,2025,1986,2286,133,4405
41.9406861666667,-87.6391673333333,0,1,1,0,0,1
41.9406968333333,-87.6391866666667,0,1,1,0,0,1
41.9407088333333,-87.6392365,0,1,1,0,0,1
41.940769553,-87.639092803,0,1,1,0,0,1
41.940775,-87.639192,11303,10906,8242,13071,896,22209
41.9430048333333,-87.6494133333333,0,1,1,0,0,1
41.943034,-87.687288,2867,1371,2027,2140,71,4238
41.9433005,-87.6707871666667,0,1,1,0,0,1
41.9433221666667,-87.6706943333333,0,1,1,0,0,1
41.9433241666667,-87.6707398333333,0,1,1,0,0,1
41.94335,-87.670668,0,100,0,0,100,100
41.9433502470174,-87.6706677675247,5468,3028,3299,5197,0,8496
41.9433523333333,-87.6709066666667,1,0,1,0,0,1
41.943403,-87.679618,4638,2857,3881,3499,115,7495
41.943445444,-87.670936942,0,1,1,0,0,1
41.9434631666667,-87.6639431666667,0,1,1,0,0,1
41.9436648333333,-87.6489305,0,1,1,0,0,1
41.94367,-87.64895,13865,10545,11738,12211,461,24410
41.943739,-87.66402,14066,8861,8882,13659,386,22927
41.9437598333333,-87.64891,0,1,1,0,0,1
41.943785,-87.671251,0,58,0,0,58,58
41.9437851649707,-87.6712511479855,1433,842,877,1398,0,2275
41.943791,-87.671258,0,26,0,0,26,26
41.9437911500595,-87.671257853508,918,259,436,741,0,1177
41.9437912,-87.6712579,3,0,2,1,0,3
41.944019,-87.663975,0,1,1,0,0,1
41.9444526666667,-87.6547513333333,0,1,1,0,0,1
41.94449,-87.654595,0,1,1,0,0,1
41.94454,-87.654678,12951,12747,11120,14016,562,25698
41.9445531666667,-87.6547286666667,1,0,1,0,0,1
41.94524356848,-87.7066499009,1701,1212,1375,1538,0,2913
41.945244,-87.70665,0,96,0,0,96,96
41.9452653333333,-87.7067043333333,1,0,1,0,0,1
41.945515871,-87.646401644,1,0,1,0,0,1
41.945529,-87.646439,14610,8655,9157,13675,433,23265
41.9461053333333,-87.6732788333333,0,1,1,0,0,1
41.946176,-87.673308,2576,1761,1788,2464,85,4337
41.946264,-87.731023,360,463,403,377,43,823
41.9466358306,-87.694614758,2685,1468,2283,1870,0,4153
41.946636,-87.694615,0,81,0,0,81,81
41.946655,-87.683359,2305,1384,1620,2009,60,3689
41.9470708941847,-87.7400082349777,298,207,262,243,0,505
41.947071,-87.740008,0,19,0,0,19,19
41.947326,-87.717582,1096,701,1124,638,35,1797
41.9474196666667,-87.717607,0,1,1,0,0,1
41.9474236666667,-87.717624,1,0,1,0,0,1
41.9480543333333,-87.6640193333333,0,1,1,0,0,1
41.94815,-87.66394,13195,8113,8845,12101,362,21308
41.948187,-87.6639828333333,1,0,1,0,0,1
41.9487333333333,-87.675184,0,1,1,0,0,1
41.948797,-87.675278,3513,1972,2269,3124,92,5485
41.949041,-87.6486286666667,0,1,1,0,0,1
41.9490595,-87.6485375,0,1,1,0,0,1
41.949074,-87.648636,16375,8108,10057,14040,386,24483
41.949093,-87.6464156666667,0,1,1,0,0,1
41.94927299,-87.646373391,0,1,1,0,0,1
41.949399,-87.654529,12683,12194,10686,13177,1014,24877
41.9494038333333,-87.6464103333333,0,1,1,0,0,1
41.9494727408833,-87.6464527845383,13248,7667,7949,12966,0,20915
41.949473,-87.646453,0,446,0,0,446,446
41.949923,-87.713949,1773,669,1642,765,35,2442
41.95,-87.87,0,1,1,0,0,1
41.95,-87.84,1,9,10,0,0,10
41.95,-87.83,31,124,155,0,0,155
41.95,-87.82,10,36,46,0,0,46
41.95,-87.81,227,683,910,0,0,910
41.95,-87.8,24,60,84,0,0,84
41.95,-87.79,422,298,720,0,0,720
41.95,-87.78,96,215,311,0,0,311
41.95,-87.77,104,188,292,0,0,292
41.95,-87.76,556,831,1387,0,0,1387
41.95,-87.75,224,447,671,0,0,671
41.95,-87.74,245,249,494,0,0,494
41.95,-87.73,384,470,854,0,0,854
41.95,-87.72,640,428,1068,0,0,1068
41.95,-87.71,1437,1410,2847,0,0,2847
41.95,-87.7,1085,1254,2339,0,0,2339
41.95,-87.69,2136,1535,3670,1,0,3671
41.95,-87.68,1030,883,1913,0,0,1913
41.95,-87.67,1264,1137,2400,1,0,2401
41.95,-87.66,4292,4253,8541,4,0,8545
41.95,-87.65,4596,3597,8184,9,0,8193
41.95,-87.64,1575,1442,3017,0,0,3017
41.9506365,-87.6687038333333,1,0,1,0,0,1
41.950682521,-87.66876483,1,0,1,0,0,1
41.950687,-87.6687,4616,3408,3673,4186,165,8024
41.9507185,-87.6591421666667,0,1,1,0,0,1
41.95078,-87.659172,8455,6415,6539,8024,307,14870
41.950845957,-87.659198523,0,1,1,0,0,1
41.950892,-87.6591913333333,0,1,1,0,0,1
41.952162,-87.698051,0,106,0,0,106,106
41.95216219326,-87.698051113,1695,1125,1479,1341,0,2820
41.9526821666667,-87.6502201666667,0,1,1,0,0,1
41.9527091666667,-87.6499456666667,1,0,1,0,0,1
41.952833,-87.649993,11004,5836,7351,9235,254,16840
41.9528778333333,-87.6500123333333,0,1,1,0,0,1
41.953393,-87.732002,1256,1028,1535,700,49,2284
41.953586,-87.709311,0,54,0,0,54,54
41.95358617895,-87.7093107999,725,561,744,542,0,1286
41.953733,-87.740569,315,263,326,231,21,578
41.9537365,-87.740539,0,1,1,0,0,1
41.9539786666667,-87.7190776666667,0,1,1,0,0,1
41.954001069,-87.719119549,1,0,1,0,0,1
41.95400483876,-87.7191281797,1041,812,1123,730,0,1853
41.954005,-87.719128,0,62,0,0,62,62
41.954177,-87.664358,6116,2954,3645,5290,135,9070
41.954219,-87.6544563333333,1,0,1,0,0,1
41.9542441666667,-87.6545635,0,1,1,0,0,1
41.954245,-87.654406,13435,6518,8205,11448,300,19953
41.95434085219,-87.6860796243,1988,983,1084,1887,0,2971
41.954341,-87.68608,0,104,0,0,104,104
41.954345,-87.6481178333333,1,0,1,0,0,1
41.9543531666667,-87.6481973333333,0,1,1,0,0,1
41.954383,-87.648043,10751,6199,7045,9470,435,16950
41.954426885,-87.648038268,0,1,1,0,0,1
41.954468,-87.749594,470,503,571,360,42,973
41.9544823333333,-87.7496968333333,0,1,1,0,0,1
41.95469,-87.67393,4398,2287,3048,3505,132,6685
41.9560035507855,-87.6801614463329,4583,2296,3180,3699,0,6879
41.956004,-87.680161,0,125,0,0,125,125
41.956057,-87.668835,1904,1885,1822,1905,62,3789
41.957081,-87.664199,2116,1219,1223,2039,73,3335
41.9570831666667,-87.6641731666667,1,0,1,0,0,1
41.957761168,-87.649413109,0,1,1,0,0,1
41.9578143333333,-87.6496421666667,0,1,1,0,0,1
41.9578665241517,-87.6495051383972,10770,4115,6706,8179,0,14885
41.957867,-87.649505,0,254,0,0,254,254
41.9578736666667,-87.673456,1,0,1,0,0,1
41.957921,-87.673567,3266,1516,2065,2623,94,4782
41.9584396666667,-87.6548316666667,1,0,1,0,0,1
41.958494,-87.654966,7328,3153,4531,5797,153,10481
41.96,-87.92,0,1,1,0,0,1
41.96,-87.82,1,2,3,0,0,3
41.96,-87.81,5,23,28,0,0,28
41.96,-87.8,2,8,10,0,0,10
41.96,-87.79,22,15,37,0,0,37
41.96,-87.78,5,6,11,0,0,11
41.96,-87.77,12,23,35,0,0,35
41.96,-87.76,74,46,120,0,0,120
41.96,-87.75,176,184,360,0,0,360
41.96,-87.74,187,159,346,0,0,346
41.96,-87.73,311,295,606,0,0,606
41.96,-87.72,624,517,1141,0,0,1141
41.96,-87.71,982,539,1521,0,0,1521
41.96,-87.7,1580,1035,2615,0,0,2615
41.96,-87.69,1168,825,1993,0,0,1993
41.96,-87.68,1059,912,1971,0,0,1971
41.96,-87.67,919,705,1618,6,0,1624
41.96,-87.66,1154,714,1867,1,0,1868
41.96,-87.65,2628,1622,4245,5,0,4250
41.96,-87.64,872,1500,2372,0,0,2372
41.96,-87.63,396,388,784,0,0,784
41.960631,-87.745359,782,604,823,495,68,1386
41.9609948333333,-87.7057761666667,1,0,1,0,0,1
41.9609985,-87.6494873333333,0,1,1,0,0,1
41.961004,-87.649603,8854,4493,6261,6768,318,13347
41.9610296666667,-87.6496768333333,1,0,1,0,0,1
41.961036,-87.6495431666667,0,1,1,0,0,1
41.961041,-87.705866,1697,884,1354,1128,99,2581
41.961053,-87.6954473333333,0,1,1,0,0,1
41.961068,-87.695439,2488,1420,1673,2032,203,3908
41.96108,-87.73569,607,351,429,493,36,958
41.961108,-87.72897,0,76,0,0,76,76
41.96110801623,-87.7289701012,839,472,813,498,0,1311
41.961154,-87.716569,0,52,0,0,52,52
41.96115407569,-87.7165690733,1041,664,840,865,0,1705
41.961406,-87.676169,4053,2425,3180,3187,111,6478
41.9614258333333,-87.6546813333333,0,1,1,0,0,1
41.9614836086673,-87.692321240902,72,27,54,45,0,99
41.961484,-87.692321,0,13,0,0,13,13
41.961507,-87.671387,3172,1480,2187,2381,84,4652
41.961524,-87.691177,429,83,209,303,0,512
41.96152593287,-87.6911650414,2327,796,1572,1551,0,3123
41.961526,-87.691165,0,69,0,0,69,69
41.9615301666667,-87.6546558333333,0,1,1,0,0,1
41.9615418333333,-87.6662046666667,1,0,1,0,0,1
41.961562634,-87.666340947,0,1,1,0,0,1
41.961572,-87.693536,0,3,0,0,3,3
41.9615723627785,-87.6935362815857,82,23,42,63,0,105
41.961588,-87.666036,4537,2760,3596,3571,130,7297
41.96167,-87.65464,11007,5803,7451,8981,378,16810
41.963004,-87.684781,4434,2520,3211,3590,153,6954
41.963235,-87.6793511666667,1,0,1,0,0,1
41.96325,-87.679258,2770,1445,1717,2407,91,4215
41.9639168333333,-87.6382206666667,0,1,1,0,0,1
41.963982,-87.638181,8043,12424,6573,11795,2099,20467
41.9639935,-87.6382176666667,0,1,1,0,0,1
41.9640196666667,-87.6382476666667,0,1,1,0,0,1
41.9649586666667,-87.6739033333333,1,0,1,0,0,1
41.9651666666667,-87.6582216666667,0,1,1,0,0,1
41.965221,-87.658139,8568,4556,6176,6684,264,13124
41.965845,-87.645361,4636,4414,2555,5821,674,9050
41.965866,-87.6455418333333,1,0,1,0,0,1
41.965875,-87.700825,1725,700,1328,1035,62,2425
41.9659,-87.693638,0,74,0,0,74,74
41.96590013976,-87.6936384935,2908,1172,2226,1854,0,4080
41.966399801841,-87.6887042820454,6322,2993,4981,4334,0,9315
41.9664,-87.688704,0,193,0,0,193,193
41.966686,-87.708052,0,102,0,0,102,102
41.96668636205,-87.7080519806,1332,731,1192,871,0,2063
41.967056,-87.66699,0,45,0,0,45,45
41.9670564289456,-87.6669904589653,1475,790,1078,1187,0,2265
41.9670878391842,-87.667290866375,1999,603,1208,1394,0,2602
41.967088,-87.667291,0,37,0,0,37,37
41.967094,-87.679028,4245,1977,3178,2938,106,6222
41.967096,-87.667429,3790,2025,2359,3353,103,5815
41.967130184,-87.667544246,0,1,1,0,0,1
41.9671525,-87.678967,0,1,1,0,0,1
41.967968,-87.650001,5358,2957,3956,4088,271,8315
41.968354,-87.711831,0,86,0,0,86,86
41.96835449363,-87.7118306675,1558,934,1614,878,0,2492
41.968812,-87.657659,4635,2973,3539,3908,161,7608
41.968885,-87.684001,2093,1137,1607,1548,75,3230
41.968987,-87.696027,2446,1115,1834,1672,55,3561
41.9690796666667,-87.6742038333333,1,0,1,0,0,1
41.96909,-87.674237,12900,5324,9717,8298,209,18224
41.969517,-87.654691,4889,2725,3462,3997,155,7614
41.97,-87.84,1,1,2,0,0,2
41.97,-87.83,0,1,1,0,0,1
41.97,-87.81,2,9,11,0,0,11
41.97,-87.79,0,3,3,0,0,3
41.97,-87.78,0,5,5,0,0,5
41.97,-87.77,4,6,10,0,0,10
41.97,-87.76,139,133,272,0,0,272
41.97,-87.75,68,25,93,0,0,93
41.97,-87.74,223,271,494,0,0,494
41.97,-87.73,102,161,263,0,0,263
41.97,-87.72,166,201,367,0,0,367
41.97,-87.71,576,560,1136,0,0,1136
41.97,-87.7,1739,1008,2746,1,0,2747
41.97,-87.69,1784,1271,3052,3,0,3055
41.97,-87.68,797,699,1496,0,0,1496
41.97,-87.67,1845,1440,3283,2,0,3285
41.97,-87.66,1917,1256,3172,1,0,3173
41.97,-87.65,1286,998,2282,2,0,2284
41.97,-87.64,226,522,748,0,0,748
41.97,-87.63,4,8,12,0,0,12
41.9716,-87.650154,4748,3662,3682,4321,407,8410
41.9732868202598,-87.6547595858574,2534,1487,2103,1918,0,4021
41.973287,-87.65476,0,118,0,0,118,118
41.973347640473,-87.6678554713726,10744,6273,9013,8004,0,17017
41.973348,-87.667855,0,312,0,0,312,312
41.973359,-87.6677883333333,0,1,1,0,0,1
41.973389,-87.6677673333333,0,1,1,0,0,1
41.973791957,-87.659678817,0,1,1,0,0,1
41.973815,-87.65966,6385,3326,3956,5504,251,9711
41.974911,-87.692503,0,71,0,0,71,71
41.97491129677,-87.6925025594,2065,1091,1918,1238,0,3156
41.9749121666667,-87.6926481666667,1,0,1,0,0,1
41.9755553333333,-87.6794991666667,0,1,1,0,0,1
41.97561480459,-87.6794590387,3335,2007,2959,2383,0,5342
41.975615,-87.679459,0,99,0,0,99,99
41.97563272521,-87.7014194389,1932,763,1241,1454,0,2695
41.975633,-87.701419,0,92,0,0,92,92
41.975672,-87.709261,745,664,732,593,84,1409
41.975921,-87.710415,1,0,1,0,0,1
41.9779696666667,-87.668171,1,0,1,0,0,1
41.9780306224866,-87.668564915657,8411,4760,6498,6673,0,13171
41.978031,-87.668565,0,307,0,0,307,307
41.978353,-87.659753,6476,3034,4269,5001,240,9510
41.979762,-87.67753,1892,898,1430,1308,52,2790
41.979851,-87.681932,2067,991,2017,990,51,3058
41.9798598333333,-87.6819838333333,0,1,1,0,0,1
41.98,-87.86,0,1,1,0,0,1
41.98,-87.84,2,2,4,0,0,4
41.98,-87.82,8,0,8,0,0,8
41.98,-87.81,2,1,3,0,0,3
41.98,-87.8,0,3,3,0,0,3
41.98,-87.79,0,1,1,0,0,1
41.98,-87.78,0,5,5,0,0,5
41.98,-87.77,3,3,6,0,0,6
41.98,-87.76,11,16,27,0,0,27
41.98,-87.75,4,6,10,0,0,10
41.98,-87.74,6,13,19,0,0,19
41.98,-87.73,8,9,17,0,0,17
41.98,-87.72,17,24,41,0,0,41
41.98,-87.71,282,300,582,0,0,582
41.98,-87.7,553,389,941,1,0,942
41.98,-87.69,1212,699,1911,0,0,1911
41.98,-87.68,349,290,638,1,0,639
41.98,-87.67,2332,1371,3693,10,0,3703
41.98,-87.66,1720,883,2600,3,0,2603
41.98,-87.65,1209,1138,2347,0,0,2347
41.980218,-87.7161335,0,1,1,0,0,1
41.980394,-87.716115,0,56,0,0,56,56
41.98039423475,-87.7161149615,683,367,570,480,0,1050
41.9822297591152,-87.7088865637779,755,472,592,635,0,1227
41.98223,-87.708887,0,66,0,0,66,66
41.983593,-87.669154,6640,3704,5339,4820,185,10344
41.983607,-87.6691963333333,0,1,1,0,0,1
41.983633518,-87.696412802,0,1,1,0,0,1
41.98366470886,-87.6964225611,645,526,615,556,0,1171
41.983665,-87.696423,0,42,0,0,42,42
41.9839906666667,-87.6523711666667,0,1,1,0,0,1
41.98403669612,-87.6523104689,175,23,27,171,0,198
