"member_casual","started_at_wday","started_at_hour","mean_ride_duration_mins","median_ride_duration_mins","total_ride_durations_mins","na.rm","mean_ride_distance_m","median_ride_distance_m","total_ride_distance_m","total_rides"
"member","Tuesday",12,11.0357613283794,7.083,288110.621000001,TRUE,1692.35956396797,1185.06,44168892.2599996,26107
"member","Tuesday",13,10.8194474500756,7.383,271979.27,TRUE,1792.99189799897,1243.34,45070437.34,25138
"member","Tuesday",14,11.5151403673087,7.75,282777.302,TRUE,1909.07413106341,1325.94,46873497.1399998,24557
"member","Tuesday",15,11.5427379034612,8.15,395523.456999999,TRUE,1989.77094600117,1411.755,68169552.61,34266
"member","Tuesday",16,12.3499270841038,9.017,667834.657000009,TRUE,2204.86338795591,1588.525,119212553.659999,54076
"member","Tuesday",17,13.3742385153941,9.4,932211.17300001,TRUE,2205.62649048535,1617.285,153692465.11,69702
"member","Tuesday",18,12.7995132600132,9.033,656384.638999998,TRUE,2094.26323568419,1543.94,107377064.619998,51282
"member","Tuesday",19,12.4978187694989,8.75,444659.893999995,TRUE,2001.14798453753,1480.95,71180833.8099995,35579
"member","Tuesday",20,12.7019093579348,8.733,307030.553000001,TRUE,2016.15885665811,1495.6,48722494.9299998,24172
"member","Tuesday",21,12.1162462363262,8.533,223738.603000002,TRUE,2057.79675912883,1548.87,37982812.5799998,18466
"member","Tuesday",22,11.8755858476413,8.4,142483.279,TRUE,2107.57619456486,1560.705,25282484.03,11998
"member","Tuesday",23,12.3192733607856,8.1,77783.892,TRUE,2102.35226905403,1532.97,13267945.17,6314
"member","Wednesday",0,13.0822209650582,7.433,39312.0740000001,TRUE,1932.06787808128,1381.9,5800067.77,3005
"member","Wednesday",1,12.2642949080622,8.067,17341.713,TRUE,1911.63167609618,1364.97,2703047.19,1414
"member","Wednesday",2,12.1068067226891,7.825,8644.26000000001,TRUE,1950.60651260504,1413.5,1392733.05,714
"member","Wednesday",3,13.8845879120879,7.942,7580.985,TRUE,2168.67705128205,1443.895,1184097.67,546
"member","Wednesday",4,12.8471072607261,7.9085,15570.694,TRUE,2633.29778877888,1713.065,3191556.92,1212
"member","Wednesday",5,10.0496116225547,7.017,69864.8999999998,TRUE,2166.71880448856,1515.42,15060862.4100001,6952
"member","Wednesday",6,10.5146246979336,7.733,213205.044999999,TRUE,2153.94742083457,1590.98,43669130.01,20277
"member","Wednesday",7,11.1476872516515,8.617,440456.271,TRUE,2279.34094279929,1656.35,90056760.6499995,39511
"member","Wednesday",8,10.9937677977672,8.35,499259.977,TRUE,2109.04898251332,1523.09,95763478.0999992,45413
"member","Wednesday",9,10.9601925773359,7.683,276711.981999999,TRUE,1959.37622424723,1375.575,49454655.9000001,25247
"member","Wednesday",10,11.5125529835115,7.633,214352.224,TRUE,2436.26034542036,1322.94,45350986.33,18619
"member","Wednesday",11,10.8360484417965,7.467,236442.577000001,TRUE,2245.42079242861,1260.86,48992836.2699996,21820
"member","Wednesday",12,11.1066521289631,7.25,290061.327,TRUE,2112.05326541555,1206.355,55145710.7599998,26116
"member","Wednesday",13,10.9945650427317,7.4,279163.001,TRUE,2563.79584567513,1246.82,65089648.9300003,25391
"member","Wednesday",14,11.4157017661967,7.833,288269.301,TRUE,1912.32202336634,1342.305,48286131.09,25252
"member","Wednesday",15,11.8969946949602,8.283,399179.862999998,TRUE,2313.47191820431,1445.25,77610042.439999,33553
"member","Wednesday",16,12.3634112128447,9.067,657597.478999996,TRUE,2188.90337595667,1582.8,116403692.629999,53189
"member","Wednesday",17,13.2997188107407,9.533,923731.96999999,TRUE,2212.03384856908,1631.64,153583722.140002,69455
"member","Wednesday",18,12.7575475229147,9.167,666696.675999999,TRUE,2096.39048960686,1582.285,109528017.519999,52259
"member","Wednesday",19,12.2922202994361,8.933,442532.222999999,TRUE,2033.49644442592,1517.52,73199771.5099993,36001
"member","Wednesday",20,12.504161709075,8.967,314017.013,TRUE,2047.27516167569,1550.09,51411173.8599997,25113
"member","Wednesday",21,12.5225834073919,9.017,239544.498,TRUE,2135.56857396852,1619.76,40838477.8399998,19129
"member","Wednesday",22,11.8621266814486,8.7,160494.574,TRUE,2195.29828529194,1639.01,29702385.8,13530
"member","Wednesday",23,11.6890863555495,8.233,85412.154,TRUE,2100.20810703531,1557.975,15344120.43,7307
