"member_casual","started_at_day","started_at_month","mean_ride_duration_mins","median_ride_duration_mins","total_ride_durations_mins","na.rm","mean_ride_distance_m","median_ride_distance_m","total_ride_distance_m","total_rides"
"member",15,"Jul",11.7567295246942,8.45,75936.7159999999,TRUE,2046.25541273037,1504.66,13212671.2,6459
"member",15,"Aug",12.9481829965688,9.517,169815.419999999,TRUE,2225.42331554064,1624.025,29184201.36,13115
"member",15,"Sep",12.8709317985229,9.067,193437.234000001,TRUE,2192.04328519135,1593.56,32935450.3599998,15029
"member",15,"Oct",12.9152256381798,8.617,116366.183,TRUE,2079.95527700677,1509.51,18734157.18,9010
"member",15,"Nov",9.78531892244188,7.167,45041.823,TRUE,1773.72517054095,1295.98,8164456.96,4603
"member",15,"Dec",9.7646027554535,7.317,51029.8139999999,TRUE,1805.8810619977,1337.86,9437534.43,5226
"member",16,"Jan",10.6648997175141,7.267,60405.9919999999,TRUE,1747.91922438163,1300.115,9893222.81000005,5664
"member",16,"Feb",10.9056670316135,7.233,79687.7090000001,TRUE,1807.61747022587,1301.04,13204645.62,7307
"member",16,"Mar",12.3382527997171,8.7085,209330.797000001,TRUE,2115.11787844848,1528.795,35880859.69,16966
"member",16,"Apr",12.344150820221,8.45,73743.9570000003,TRUE,2019.8591764312,1476.875,12066638.72,5974
"member",16,"May",13.6068291759466,9.7,183283.989000001,TRUE,2217.75214582715,1597.72,29868685.9,13470
"member",16,"Jun",13.0789498124531,9.8,174342.400999999,TRUE,2199.0487507503,1635.605,29308921.75,13330
"member",16,"Jul",15.1927840225421,10.967,199496.447,TRUE,2359.80784397379,1824.02,30974837.76,13131
"member",16,"Aug",13.5063163707233,9.383,187116.507000001,TRUE,2239.29064467225,1642.645,31018654.0099998,13854
"member",16,"Sep",13.5822180773756,9.617,196249.469000001,TRUE,2207.8528510108,1607.51,31890226.58,14449
"member",16,"Oct",11.7926679577935,7.917,88291.7050000004,TRUE,1938.89829792919,1395.73,14512653.76,7487
"member",16,"Nov",10.5456091257179,7.467,66099.8779999999,TRUE,1836.91338333865,1352.585,11510099.26,6268
"member",16,"Dec",11.1203561030235,7.3915,39721.912,TRUE,1762.38568468216,1310.87,6293479.28000001,3572
"member",17,"Jan",9.90250182538855,7.1,94935.2849999998,TRUE,1844.52690101179,1312.02,17683479.4,9587
"member",17,"Feb",10.041093433879,6.9,54593.425,TRUE,1616.66178591135,1179.32,8789790.13000003,5437
"member",17,"Mar",11.271477644945,7.95,163109.553,TRUE,2003.96758518211,1415.19,28995406.9900001,14471
"member",17,"Apr",11.1566717791411,7.617,43644.9,TRUE,1866.28651840491,1324.865,7300912.86000001,3912
"member",17,"May",12.3698571793344,8.783,145333.451999999,TRUE,2105.39194636015,1543.27,24727828.4099999,11749
"member",17,"Jun",14.6740569741802,10.467,206302.567000001,TRUE,2283.39357620606,1703.045,32090813.32,14059
"member",17,"Jul",14.31483056316,10.383,146412.087,TRUE,2285.5358200489,1692.01,23369603.76,10228
"member",17,"Aug",13.1158172505634,9.683,192054.912,TRUE,2290.21587391572,1674.53,33531050.6099998,14643
"member",17,"Sep",15.0936866175568,10.7,196700.924,TRUE,2328.89323430063,1725.04,30336163.2699998,13032
"member",17,"Oct",10.620110445526,6.75,85098.9449999999,TRUE,1764.14617459723,1264.75,14125518.42,8013
"member",17,"Nov",9.69444046172539,7.217,63828.1960000001,TRUE,1805.31738872854,1303.91,11884404.37,6584
"member",17,"Dec",9.98865695067265,7,26729.646,TRUE,1654.44208520179,1248.165,4427287.02000001,2676
"member",18,"Jan",10.2818157750593,7.283,112627.01,TRUE,1889.26173543911,1346.42,20694973.0499999,10954
"member",18,"Feb",11.4103429361979,7.717,70105.147,TRUE,1802.29735102572,1295.495,11069710.33,6144
"member",18,"Mar",10.4513652115961,6.917,62729.0939999999,TRUE,1790.92274333333,1291.59,10745536.46,6002
"member",18,"Apr",10.249863593603,7,54478.025,TRUE,1802.02018630034,1299.855,9575935.26999997,5315
"member",18,"May",11.7727413302414,8.683,111687.997,TRUE,2045.80239089184,1516.715,19406481.48,9487
"member",18,"Jun",16.2514238455205,11.517,217135.273999999,TRUE,2392.55403847593,1838.09,31962129.4,13361
"member",18,"Jul",12.9326381205281,9.55,175327.775,TRUE,2220.91251401593,1649.285,30106690.0400001,13557
"member",18,"Aug",12.9255477295094,9.583,183878.841999999,TRUE,2226.02526434196,1646.275,31662983.3600001,14226
"member",18,"Sep",15.3615222350949,10.417,172371.641,TRUE,2267.24430634807,1679.925,25429412.1399999,11221
"member",18,"Oct",10.8603219765104,7.117,102640.903,TRUE,1841.0194272708,1328.18,17390269.5100001,9451
"member",18,"Nov",9.89546323529411,6.833,47102.405,TRUE,1674.14547498949,1241.245,7965584.17000003,4760
"member",18,"Dec",10.5014322960471,6.833,24972.406,TRUE,1675.75225399495,1232.355,3984938.86,2378
"member",19,"Jan",10.2829700809199,7.1,96577.6549999995,TRUE,1750.92270316328,1255.92,16439413.26,9392
"member",19,"Feb",12.8046998460031,8.167,91463.9710000001,TRUE,1947.92858443013,1388.3,13912105.9499999,7143
"member",19,"Mar",11.1449145839459,7.5085,75807.709,TRUE,1875.45870460226,1337.34,12754994.65,6802
"member",19,"Apr",10.647795377949,7.683,88461.884,TRUE,1971.63935596485,1388.05,16378408.13,8308
"member",19,"May",14.3425148335015,10.1,213201.483,TRUE,2265.74998855989,1658.48,33669044.8300001,14865
"member",19,"Jun",16.1598410777385,11.617,182929.401,TRUE,2387.13502739,1819.535,27017594.24,11320
"member",19,"Jul",13.0787676484658,9.4,191381.607,TRUE,2219.37052160241,1629.94,32464951.99,14633
"member",19,"Aug",13.472598173516,9.9,194732.933999999,TRUE,2222.16943056805,1636.19,32117014.7799999,14454
"member",19,"Sep",12.5682939836632,8.875,160019.519,TRUE,2086.53199717159,1495.195,26557379.2599997,12732
"member",19,"Oct",10.9127010869565,7.483,110436.535,TRUE,1905.58500049422,1380.34,19278803.45,10120
"member",19,"Nov",10.2144003527337,7.067,28957.825,TRUE,1628.19205363444,1230.725,4614296.28,2835
"member",19,"Dec",9.36205989518343,6.733,37513.7739999999,TRUE,1683.61713251809,1231.48,6746253.84999999,4007
"member",20,"Jan",11.8413079821857,6.8,103694.334,TRUE,1676.60440712817,1195.525,14676994.98,8757
"member",20,"Feb",11.4862153093722,7.433,100986.805,TRUE,1858.69884514734,1321.97,16336104.15,8792
"member",20,"Mar",13.7764869836862,8.933,198450.294999999,TRUE,2098.92663101604,1541.6,30222444.5599999,14405
"member",20,"Apr",10.7945766557935,7.65,76112.56,TRUE,1972.39745142533,1428.88,13907374.43,7051
"member",20,"May",13.1115510592304,9.417,151635.088,TRUE,2137.69041868512,1534.75,24711701.2400001,11565
"member",20,"Jun",13.9024292258716,10.15,179049.386000001,TRUE,2228.09001087294,1656.61,28688886.98,12879
"member",20,"Jul",12.9082430278884,9.4,191158.170999999,TRUE,2235.75434612267,1651.81,33098107.3399999,14809
"member",20,"Aug",13.6845651088476,10,137037.235,TRUE,2161.72467692,1631.74,21645349.1900001,10014
"member",20,"Sep",12.4498582689456,8.783,159520.034000001,TRUE,2067.20458229232,1498.16,26476756.2899999,12813
"member",20,"Oct",10.8772333453044,7.733,121150.625,TRUE,1952.73088256419,1405.025,21749516.57,11138
"member",20,"Nov",11.8298167885754,6.933,33963.404,TRUE,1712.74039748954,1253.15,4912139.46,2871
"member",20,"Dec",9.83042590311987,7.167,47893.8350000001,TRUE,1758.0315274071,1329.62,8563371.57000001,4872
"member",21,"Jan",10.4364878624852,7.15,79536.474,TRUE,1767.342,1259.37,13467146.0400001,7621
"member",21,"Feb",10.6755343389862,7.2,113939.978,TRUE,1846.04724580639,1315.34,19699170.16,10673
"member",21,"Mar",13.2586258301387,8.833,245563.009000001,TRUE,2129.55599200778,1518.74,39435117.8599997,18521
"member",21,"Apr",13.7605838068182,9.4,164686.667,TRUE,2216.70718308682,1618.17,26527334.8599998,11968
"member",21,"May",13.388328987265,9.217,88309.418,TRUE,2052.12918271418,1556.3,13533791.96,6596
"member",21,"Jun",13.6357280558789,9.267,175696.356,TRUE,2128.35164906832,1564.025,27413169.24,12885
"member",21,"Jul",12.567802747792,9.35,179292.274000001,TRUE,2199.22043743428,1622.52,31371879.5399999,14266
"member",21,"Aug",15.4567388562175,10.8,181353.917000001,TRUE,2242.78663796044,1685.505,26303401.6899998,11733
"member",21,"Sep",12.4096386790561,8.883,185635.785,TRUE,2120.58431761953,1541.56,31713338.4699999,14959
"member",21,"Oct",12.2802763253743,8.433,151722.814000001,TRUE,2066.5938905529,1493.12,25528634.3300001,12355
"member",21,"Nov",10.5418208469055,7.183,64726.7799999998,TRUE,1840.89354234528,1328.13,11303086.35,6140
"member",21,"Dec",10.3437544936431,7.183,47188.208,TRUE,1742.75936636702,1313.35,7948725.47000001,4562
"member",22,"Jan",10.7086255407185,7.35,56937.762,TRUE,1726.05239044574,1253.97,9177420.55999998,5317
"member",22,"Feb",9.44031035727174,6.633,52318.2,TRUE,1695.60080656803,1217.94,9397019.67000002,5542
"member",22,"Mar",10.267017452007,7.45,123543.021,TRUE,1940.69985207346,1402.97,23352441.32,12033
"member",22,"Apr",10.4108680662558,7.5,54053.2270000002,TRUE,1930.67876540832,1372.505,10024084.15,5192
"member",22,"May",15.209677761698,10.767,157648.31,TRUE,2271.66754849918,1703.11,23536747.47,10365
"member",22,"Jun",13.870679823669,9.783,204523.173999999,TRUE,2236.32294796119,1643.96,32961163.9299999,14745
"member",22,"Jul",12.8361792072679,9.583,175201.01,TRUE,2223.26313232708,1651.63,30343095.23,13649
"member",22,"Aug",13.0394629314805,9.367,176410.894000001,TRUE,2182.30954532012,1594.88,29517918.9099999,13529
"member",22,"Sep",12.3717252635405,8.567,170173.081,TRUE,2079.9222102661,1512.365,28607250.0799998,13755
"member",22,"Oct",14.8055031796502,9.817,186253.23,TRUE,2264.7147550501,1671.375,28476523.3300001,12580
"member",22,"Nov",10.6401568225121,7.467,72597.7900000002,TRUE,1912.57027704485,1367.98,13047554.43,6823
"member",22,"Dec",10.7238235602094,7.2415,20482.503,TRUE,1745.0062598219,1268.89,3331216.95,1910
"member",23,"Jan",10.4874493650794,7.05,66070.9310000002,TRUE,1715.44286394666,1226.53,10805574.6000001,6300
"member",23,"Feb",9.78445396984925,6.783,97355.3170000003,TRUE,1687.33429088351,1205.91,16787288.86,9950
"member",23,"Mar",10.9105618211834,7.55,125569.656,TRUE,1927.95400799861,1405.04,22175327.0000001,11509
"member",23,"Apr",16.7867239084928,12.133,224539.219000001,TRUE,2419.62769685187,1881.35,32357681.19,13376
"member",23,"May",12.2405011539144,8.917,137901.486,TRUE,2111.80898979139,1508.51,23789528.2699999,11266
"member",23,"Jun",13.9043500344116,10.0085,202030.206,TRUE,2278.02231362291,1696.99,33092830.15,14530
"member",23,"Jul",14.6327040232202,10.883,181489.428000001,TRUE,2338.53003790017,1754.34,29000111.0000001,12403
"member",23,"Aug",12.8973958754549,9.5,191371.56,TRUE,2238.53551742736,1656.61,33204197.3299997,14838
"member",23,"Sep",11.8552386193097,8.517,142191.732,TRUE,2034.07723922288,1467.94,24394688.3299999,11994
"member",23,"Oct",14.5862294091515,9.6,164168.011999999,TRUE,2189.89438094392,1595.79,24638501.6800001,11255
"member",23,"Nov",10.8744963492773,7.833,72978.745,TRUE,1908.94699448666,1378,12810943.28,6711
"member",23,"Dec",36.5456140350877,8.092,8332.4,TRUE,989.967938596491,790.585,225712.69,228
"member",24,"Jan",10.6828520582647,7.283,84341.117,TRUE,1800.56713109563,1275.78,14215477.5,7895
"member",24,"Feb",9.94041469345962,6.733,77664.4600000001,TRUE,1676.69750128008,1202.76,13098360.88,7813
"member",24,"Mar",10.6599777837259,7.35,119477.031,TRUE,1909.49901740295,1381.33,21395936.49,11208
"member",24,"Apr",12.9515815762185,8.883,74937.8510000003,TRUE,1998.36933102852,1489.63,11560566.58,5786
"member",24,"May",12.4585615881368,8.967,156267.738,TRUE,2122.93426395534,1556.3,26621595.6699999,12543
"member",24,"Jun",13.7955396947634,10.183,197055.489,TRUE,2278.08706784289,1656.61,32537917.5900001,14284
"member",24,"Jul",14.8600774566474,10.317,154247.604,TRUE,2213.17935151282,1647.615,22968375.3100001,10380
"member",24,"Aug",12.8353187744459,9.667,196893.79,TRUE,2249.5340318164,1660.35,34503352.9799999,15340
"member",24,"Sep",13.9868298699105,9.833,165576.092,TRUE,2198.26204326517,1636.29,26014233.0199999,11838
"member",24,"Oct",11.607657140589,8.017,146221.657,TRUE,2001.81445874037,1430.43,25204845.85,12597
"member",24,"Nov",16.783250088433,8,47446.2479999999,TRUE,1953.93665129479,1338.84,5508147.41999998,2827
"member",24,"Dec",12.6086810344828,8.125,4387.821,TRUE,1246.94189655172,937.19,433935.78,348
"member",25,"Jan",11.1111004038179,7.133,60533.2750000001,TRUE,1653.10763679765,1205.92,9002824.19,5448
"member",25,"Feb",11.075090447477,7.567,69795.2200000001,TRUE,1766.83920647516,1293.29,11132853.84,6302
"member",25,"Mar",11.7136472315893,7.65,107683.559,TRUE,1897.82531440383,1385.68,17444810.2899999,9193
"member",25,"Apr",10.9019445520581,7.8585,90050.0619999999,TRUE,2005.13934132462,1426.4,16560445.82,8260
"member",25,"May",12.24754485086,8.7,112505.947,TRUE,2091.47918227352,1495.765,19208144.81,9186
"member",25,"Jun",14.5322431801295,10.35,136908.263,TRUE,2240.45335315354,1693.61,21100589.68,9421
"member",25,"Jul",12.8635242013915,9.6,171946.728,TRUE,2214.94060152626,1624.36,29604896.0800001,13367
"member",25,"Aug",12.3568091231543,9.217,149801.597,TRUE,2172.13997442666,1598.815,26330680.77,12123
"member",25,"Sep",13.4861788030969,9.3,128900.897,TRUE,2215.89503244035,1582.46,21175092.9300001,9558
"member",25,"Oct",10.1930513052937,6.7915,56224.871,TRUE,1788.28869785999,1280.35,9860623.88000001,5516
"member",25,"Nov",12.1664429192404,7.9,53179.5219999999,TRUE,1957.26084458686,1428.88,8551272.63,4371
"member",25,"Dec",13.974547008547,8.4,4905.066,TRUE,1334.07772079772,1025.91,468261.28,351
"member",26,"Jan",10.788435332871,6.875,62227.6949999999,TRUE,1594.82765868887,1148.845,9195776.28000003,5768
"member",26,"Feb",12.2449415056629,8.05,91898.2859999994,TRUE,1919.13395708383,1363.33,14399262.0800001,7505
"member",26,"Mar",11.081614402317,7.367,84175.9429999999,TRUE,1831.35095733474,1347.555,13907279.17,7596
"member",26,"Apr",10.6867294438758,7.85,93968.4120000003,TRUE,1993.15700636943,1409.85,17523836.4000001,8793
"member",26,"May",12.8747372317921,9.55,170410.022,TRUE,2194.96251473477,1620.485,29048133.9200001,13236
"member",26,"Jun",16.3819063218847,12.283,206526.693000001,TRUE,2434.89666904649,1862.85,30694307.4100001,12607
"member",26,"Jul",12.7164506924045,9.467,181819.812,TRUE,2279.8545988669,1649.03,32595081.1999999,14298
"member",26,"Aug",13.2779646562209,9.75,185586.112000001,TRUE,2217.43525581395,1642.75,30988657.7,13977
"member",26,"Sep",11.1680846987648,8.067,132911.376,TRUE,2007.39165784388,1418.86,23889968.1199999,11901
"member",26,"Oct",11.6461520231721,7.85,132684.61,TRUE,1979.725346039,1435.145,22541152.79,11393
"member",26,"Nov",12.1983235479136,8.183,58173.8050000002,TRUE,1961.05295092282,1413.61,9350300.47000005,4769
"member",26,"Dec",19.3522242774566,7.85,16739.674,TRUE,1647.56217844728,1240.8,1421846.16,865
"member",27,"Jan",10.6318610670054,7.267,66959.4610000002,TRUE,1691.38023820867,1210.34,10650621.36,6298
"member",27,"Feb",11.2168481954607,7.533,90441.4470000002,TRUE,1850.12335979164,1337.76,14917544.6500001,8063
"member",27,"Mar",10.4575569173448,7.283,106656.623,TRUE,1825.36234457737,1330.45,18615045.19,10199
"member",27,"Apr",10.3587430681524,7.5,79948.779,TRUE,1931.90798755993,1378.17,14908533.94,7718
"member",27,"May",12.15616968826,8.65,109964.710999999,TRUE,1984.98090346124,1465.7,17950182.31,9046
"member",27,"Jun",14.0345679050409,9.65,182084.484,TRUE,2174.3069733899,1618.7,28189889.91,12974
"member",27,"Jul",12.9893840968397,9.55,179201.542999999,TRUE,2240.69493330434,1654.57,30908145.91,13796
"member",27,"Aug",15.1907434272813,10.967,208584.098000001,TRUE,2362.64285495738,1773.53,32431998.47,13731
"member",27,"Sep",11.1926214628112,8.167,144765.366,TRUE,2039.66684295987,1462.12,26379011.2799999,12934
"member",27,"Oct",10.5604961485792,7.467,123388.837,TRUE,1928.71748994093,1378,22529349.0000001,11684
"member",27,"Nov",10.1189452599388,6.933,33088.951,TRUE,1761.22931192661,1296.19,5759219.85,3270
"member",27,"Dec",11.8456011494253,7.15,20611.346,TRUE,1664.05747701149,1249.205,2895460.01,1740
"member",28,"Jan",13.4864729688916,7.6,44653.7120000001,TRUE,1669.76217824773,1213.03,5526912.81000003,3311
"member",28,"Feb",10.824541045327,7.533,146629.233,TRUE,1923.39518458358,1370.26,26050464.38,13546
"member",28,"Mar",10.5458737519414,7.367,142590.759,TRUE,1906.70008875083,1361.32,25780491.9000001,13521
"member",28,"Apr",10.5320270957893,7.883,82792.2650000005,TRUE,2005.74313064496,1444.67,15767146.75,7861
"member",28,"May",15.4127985935072,11.117,188483.114,TRUE,2319.22546986178,1748.03,28357169.82,12229
"member",28,"Jun",13.0383877822045,9.683,186540.214,TRUE,2224.14288081091,1626.05,31816363.9099999,14307
"member",28,"Jul",13.0020679396707,9.75,187931.89,TRUE,2251.35808469416,1660.52,32536627.04,14454
"member",28,"Aug",13.8058507307874,9.967,146411.047000001,TRUE,2176.40053192493,1631.94,23076374.8400001,10605
"member",28,"Sep",10.5922445720579,8.35,134648.613,TRUE,2054.192754524,1495.05,26108789.9099998,12712
"member",28,"Oct",11.4751770387244,7.883,125940.068,TRUE,1948.31887349617,1439.98,21376954.6799999,10975
"member",28,"Nov",10.2978132946379,7.05,74514.977,TRUE,1824.75592065247,1317.725,13200284.33,7236
"member",28,"Dec",11.0425804195804,7.767,33160.869,TRUE,1855.70923076923,1368.34,5572694.82000001,3003
"member",29,"Jan",11.9100721126761,7.475,42280.756,TRUE,1614.74797293487,1222.02,5727511.06,3550
"member",29,"Mar",10.3093378258294,7.167,139217.298,TRUE,1866.78252351678,1352.2,25203430.8499999,13504
"member",29,"Apr",11.99543750716,8.467,104708.174,TRUE,2062.12879353804,1461.7,17998260.11,8729
"member",29,"May",16.3670252542665,11.3415,189890.227,TRUE,2310.70373631111,1733.31,26797231.2300001,11602
"member",29,"Jun",13.1510429305033,9.583,192070.982,TRUE,2191.14641101144,1605.81,31997311.0399999,14605
"member",29,"Jul",13.6743595120907,9.85,191700.846,TRUE,2262.93562959264,1654.28,31719568.72,14019
"member",29,"Aug",11.7989785297149,8.683,137387.306,TRUE,2087.68911456544,1505.75,24309052.05,11644
"member",29,"Sep",11.5175833584564,8.483,152815.296,TRUE,2063.16850003769,1502.98,27372056.49,13268
"member",29,"Oct",13.079126746988,9.017,135695.940000001,TRUE,2109.2206228307,1580.375,21876836.3000002,10375
"member",29,"Nov",10.306698381274,7.65,88503.6189999999,TRUE,1947.28663794107,1422.09,16721350.36,8587
"member",29,"Dec",11.8054162037037,8.1,50999.3980000001,TRUE,1952.16807407407,1422.55,8433366.08,4320
"member",30,"Jan",12.2318623414431,6.717,58823.026,TRUE,1570.37746305931,1144.5,7545663.71000001,4809
"member",30,"Mar",10.1829746720568,7.5,123427.836,TRUE,1933.33538321921,1400.28,23433958.18,12121
"member",30,"Apr",12.5898116933907,8.567,64384.297,TRUE,2015.55065519265,1463.32,10305510.5,5114
"member",30,"May",16.6079584925321,11.467,191257.249999999,TRUE,2264.6037204656,1700.61,26070118.03,11516
"member",30,"Jun",13.2472296196615,9.4,187037.635,TRUE,2202.15822574931,1622.52,31079059.04,14119
"member",30,"Jul",15.3187668099478,11.4,199572.893999999,TRUE,2417.24240442193,1846.945,31486999.56,13028
"member",30,"Aug",12.6984445542597,9.233,192724.293,TRUE,2205.05851258732,1588.77,33459557.87,15177
"member",30,"Sep",12.8903477067817,8.7,164416.385,TRUE,2066.93880304338,1513.89,26351402.7999999,12755
"member",30,"Oct",11.9383303873148,8.333,91853.5140000001,TRUE,2021.25933827353,1487.67,15547526.83,7694
"member",30,"Nov",9.360723288602,6.75,55106.578,TRUE,1744.33650416171,1273.52,10268909,5887
"member",30,"Dec",10.67552260308,7.6085,42979.6539999999,TRUE,1847.26786885246,1371.865,7437100.43999999,4026
"member",31,"Jan",10.164209411077,6.867,69553.6849999999,TRUE,1665.81933918129,1192.78,11394204.28,6843
"member",31,"Mar",10.8365388326993,7.45,116785.379,TRUE,1854.12860497494,1356.44,19976381.59,10777
"member",31,"May",13.2521138655144,9.55,174808.634,TRUE,2169.57686556979,1569.79,28614549.2799998,13191
"member",31,"Jul",14.6716960578297,10.8,174549.168,TRUE,2293.87643829859,1698.08,27287954.11,11897
"member",31,"Aug",13.1722823452342,9.267,201074.890000001,TRUE,2196.51584589176,1607.51,33523224.8399999,15265
"member",31,"Oct",11.923771201143,7.45,116841.034,TRUE,1919.40681298489,1361.295,18802509.1400001,9799
"member",31,"Dec",12.0056526071073,7.667,36149.02,TRUE,1843.50815614618,1371.04,5548959.55,3011
